id,playerid,cfgid,level,star,hp,def,mdef,atk,matk,hit,dodge,cir_rate,combat,passivesSkill,skillLevel,name
,,30050,8,5,6480,144,48,240,144,744,384,2000,7414,0,1,Ð¡Óã¶ù
,,30050,9,5,7290,162,54,270,162,837,432,2000,8306,0,1,Ð¡Óã¶ù
,,30050,10,5,8100,180,60,300,180,930,480,2000,9198,0,1,Ð¡Óã¶ù
,,30050,11,5,8910,198,66,330,198,1023,528,2000,10090,0,1,Ð¡Óã¶ù
,,30050,12,5,9720,216,72,360,216,1116,576,2000,10982,0,1,Ð¡Óã¶ù
,,30050,13,5,10530,234,78,390,234,1209,624,2000,11874,0,1,Ð¡Óã¶ù
,,30050,14,5,11340,252,84,420,252,1302,672,2000,12766,0,1,Ð¡Óã¶ù
,,30050,15,5,12150,270,90,450,270,1395,720,2000,13658,0,1,Ð¡Óã¶ù
,,30050,16,5,12960,288,96,480,288,1488,768,2000,14549,0,1,Ð¡Óã¶ù
,,30050,17,5,13770,306,102,510,306,1581,816,2000,15441,0,1,Ð¡Óã¶ù
,,30050,18,5,14580,324,108,540,324,1674,864,2000,16333,0,1,Ð¡Óã¶ù
,,30050,19,5,15390,342,114,570,342,1767,912,2000,17225,0,1,Ð¡Óã¶ù
,,30050,20,5,16200,360,120,600,360,1860,960,2000,18117,0,1,Ð¡Óã¶ù
,,30050,21,5,17010,378,126,630,378,1953,1008,2000,19009,0,1,Ð¡Óã¶ù
,,30050,22,5,17820,396,132,660,396,2046,1056,2000,19901,0,1,Ð¡Óã¶ù
,,30050,23,5,18630,414,138,690,414,2139,1104,2000,20793,0,1,Ð¡Óã¶ù
,,30050,24,5,19440,432,144,720,432,2232,1152,2000,21684,0,1,Ð¡Óã¶ù
,,30050,25,5,20250,450,150,750,450,2325,1200,2000,22576,0,1,Ð¡Óã¶ù
,,30050,26,5,21060,468,156,780,468,2418,1248,2000,23468,0,1,Ð¡Óã¶ù
,,30050,27,5,21870,486,162,810,486,2511,1296,2000,24360,0,1,Ð¡Óã¶ù
,,30050,28,5,22680,504,168,840,504,2604,1344,2000,25252,0,1,Ð¡Óã¶ù
,,30050,29,5,23490,522,174,870,522,2697,1392,2000,26144,0,1,Ð¡Óã¶ù
,,30050,30,5,24300,540,180,900,540,2790,1440,2000,27036,0,1,Ð¡Óã¶ù
,,30050,31,5,25110,558,186,930,558,2883,1488,2000,27927,0,1,Ð¡Óã¶ù
,,30050,32,5,25920,576,192,960,576,2976,1536,2000,28819,0,1,Ð¡Óã¶ù
,,30050,33,5,26730,594,198,990,594,3069,1584,2000,29711,0,1,Ð¡Óã¶ù
,,30050,34,5,27540,612,204,1020,612,3162,1632,2000,30603,0,1,Ð¡Óã¶ù
,,30050,35,5,28350,630,210,1050,630,3255,1680,2000,31495,0,1,Ð¡Óã¶ù
,,30050,36,5,29160,648,216,1080,648,3348,1728,2000,32387,0,1,Ð¡Óã¶ù
,,30050,37,5,29970,666,222,1110,666,3441,1776,2000,33279,0,1,Ð¡Óã¶ù
,,30050,38,5,30780,684,228,1140,684,3534,1824,2000,34171,0,1,Ð¡Óã¶ù
,,30050,39,5,31590,702,234,1170,702,3627,1872,2000,35062,0,1,Ð¡Óã¶ù
,,30050,40,5,32400,720,240,1200,720,3720,1920,2000,35954,0,1,Ð¡Óã¶ù
,,30050,41,5,33210,738,246,1230,738,3813,1968,2000,36846,0,1,Ð¡Óã¶ù
,,30050,42,5,34020,756,252,1260,756,3906,2016,2000,37738,0,1,Ð¡Óã¶ù
,,30050,43,5,34830,774,258,1290,774,3999,2064,2000,38630,0,1,Ð¡Óã¶ù
,,30050,44,5,35640,792,264,1320,792,4092,2112,2000,39522,0,1,Ð¡Óã¶ù
,,30050,45,5,36450,810,270,1350,810,4185,2160,2000,40414,0,1,Ð¡Óã¶ù
,,30050,46,5,37260,828,276,1380,828,4278,2208,2000,41306,0,1,Ð¡Óã¶ù
,,30050,47,5,38070,846,282,1410,846,4371,2256,2000,42197,0,1,Ð¡Óã¶ù
,,30050,48,5,38880,864,288,1440,864,4464,2304,2000,43089,0,1,Ð¡Óã¶ù
,,30050,49,5,39690,882,294,1470,882,4557,2352,2000,43981,0,1,Ð¡Óã¶ù
,,30050,50,5,40500,900,300,1500,900,4650,2400,2000,44873,0,1,Ð¡Óã¶ù
,,30065,1,5,810,18,6,30,18,93,48,2000,1171,0,1,»¨ÎÞÈ±
,,30065,2,5,1620,36,12,60,36,186,96,2000,2063,0,1,»¨ÎÞÈ±
,,30065,3,5,2430,54,18,90,54,279,144,2000,2955,0,1,»¨ÎÞÈ±
,,30065,4,5,3240,72,24,120,72,372,192,2000,3847,0,1,»¨ÎÞÈ±
,,30065,5,5,4050,90,30,150,90,465,240,2000,4739,0,1,»¨ÎÞÈ±
,,30065,6,5,4860,108,36,180,108,558,288,2000,5631,0,1,»¨ÎÞÈ±
,,30065,7,5,5670,126,42,210,126,651,336,2000,6523,0,1,»¨ÎÞÈ±
,,30065,8,5,6480,144,48,240,144,744,384,2000,7414,0,1,»¨ÎÞÈ±
,,30065,9,5,7290,162,54,270,162,837,432,2000,8306,0,1,»¨ÎÞÈ±
,,30065,10,5,8100,180,60,300,180,930,480,2000,9198,0,1,»¨ÎÞÈ±
,,30065,11,5,8910,198,66,330,198,1023,528,2000,10090,0,1,»¨ÎÞÈ±
,,30065,12,5,9720,216,72,360,216,1116,576,2000,10982,0,1,»¨ÎÞÈ±
,,30065,13,5,10530,234,78,390,234,1209,624,2000,11874,0,1,»¨ÎÞÈ±
,,30065,14,5,11340,252,84,420,252,1302,672,2000,12766,0,1,»¨ÎÞÈ±
,,30065,15,5,12150,270,90,450,270,1395,720,2000,13658,0,1,»¨ÎÞÈ±
,,30065,16,5,12960,288,96,480,288,1488,768,2000,14549,0,1,»¨ÎÞÈ±
,,30065,17,5,13770,306,102,510,306,1581,816,2000,15441,0,1,»¨ÎÞÈ±
,,30065,18,5,14580,324,108,540,324,1674,864,2000,16333,0,1,»¨ÎÞÈ±
,,30065,19,5,15390,342,114,570,342,1767,912,2000,17225,0,1,»¨ÎÞÈ±
,,30065,20,5,16200,360,120,600,360,1860,960,2000,18117,0,1,»¨ÎÞÈ±
,,30065,21,5,17010,378,126,630,378,1953,1008,2000,19009,0,1,»¨ÎÞÈ±
,,30065,22,5,17820,396,132,660,396,2046,1056,2000,19901,0,1,»¨ÎÞÈ±
,,30065,23,5,18630,414,138,690,414,2139,1104,2000,20793,0,1,»¨ÎÞÈ±
,,30065,24,5,19440,432,144,720,432,2232,1152,2000,21684,0,1,»¨ÎÞÈ±
,,30065,25,5,20250,450,150,750,450,2325,1200,2000,22576,0,1,»¨ÎÞÈ±
,,30065,26,5,21060,468,156,780,468,2418,1248,2000,23468,0,1,»¨ÎÞÈ±
,,30065,27,5,21870,486,162,810,486,2511,1296,2000,24360,0,1,»¨ÎÞÈ±
,,30065,28,5,22680,504,168,840,504,2604,1344,2000,25252,0,1,»¨ÎÞÈ±
,,30065,29,5,23490,522,174,870,522,2697,1392,2000,26144,0,1,»¨ÎÞÈ±
,,30065,30,5,24300,540,180,900,540,2790,1440,2000,27036,0,1,»¨ÎÞÈ±
,,30065,31,5,25110,558,186,930,558,2883,1488,2000,27927,0,1,»¨ÎÞÈ±
,,30065,32,5,25920,576,192,960,576,2976,1536,2000,28819,0,1,»¨ÎÞÈ±
,,30065,33,5,26730,594,198,990,594,3069,1584,2000,29711,0,1,»¨ÎÞÈ±
,,30065,34,5,27540,612,204,1020,612,3162,1632,2000,30603,0,1,»¨ÎÞÈ±
,,30065,35,5,28350,630,210,1050,630,3255,1680,2000,31495,0,1,»¨ÎÞÈ±
,,30065,36,5,29160,648,216,1080,648,3348,1728,2000,32387,0,1,»¨ÎÞÈ±
,,30065,37,5,29970,666,222,1110,666,3441,1776,2000,33279,0,1,»¨ÎÞÈ±
,,30065,38,5,30780,684,228,1140,684,3534,1824,2000,34171,0,1,»¨ÎÞÈ±
,,30065,39,5,31590,702,234,1170,702,3627,1872,2000,35062,0,1,»¨ÎÞÈ±
,,30065,40,5,32400,720,240,1200,720,3720,1920,2000,35954,0,1,»¨ÎÞÈ±
,,30065,41,5,33210,738,246,1230,738,3813,1968,2000,36846,0,1,»¨ÎÞÈ±
,,30065,42,5,34020,756,252,1260,756,3906,2016,2000,37738,0,1,»¨ÎÞÈ±
,,30065,43,5,34830,774,258,1290,774,3999,2064,2000,38630,0,1,»¨ÎÞÈ±
,,30065,44,5,35640,792,264,1320,792,4092,2112,2000,39522,0,1,»¨ÎÞÈ±
,,30065,45,5,36450,810,270,1350,810,4185,2160,2000,40414,0,1,»¨ÎÞÈ±
,,30065,46,5,37260,828,276,1380,828,4278,2208,2000,41306,0,1,»¨ÎÞÈ±
,,30065,47,5,38070,846,282,1410,846,4371,2256,2000,42197,0,1,»¨ÎÞÈ±
,,30065,48,5,38880,864,288,1440,864,4464,2304,2000,43089,0,1,»¨ÎÞÈ±
,,30065,49,5,39690,882,294,1470,882,4557,2352,2000,43981,0,1,»¨ÎÞÈ±
,,30065,50,5,40500,900,300,1500,900,4650,2400,2000,44873,0,1,»¨ÎÞÈ±
,,30074,1,5,810,18,6,30,18,93,48,2000,1171,0,1,Ð»Ïþ·å
,,30074,2,5,1620,36,12,60,36,186,96,2000,2063,0,1,Ð»Ïþ·å
,,30074,3,5,2430,54,18,90,54,279,144,2000,2955,0,1,Ð»Ïþ·å
,,30074,4,5,3240,72,24,120,72,372,192,2000,3847,0,1,Ð»Ïþ·å
,,30074,5,5,4050,90,30,150,90,465,240,2000,4739,0,1,Ð»Ïþ·å
,,30074,6,5,4860,108,36,180,108,558,288,2000,5631,0,1,Ð»Ïþ·å
,,30074,7,5,5670,126,42,210,126,651,336,2000,6523,0,1,Ð»Ïþ·å
,,30074,8,5,6480,144,48,240,144,744,384,2000,7414,0,1,Ð»Ïþ·å
,,30074,9,5,7290,162,54,270,162,837,432,2000,8306,0,1,Ð»Ïþ·å
,,30074,10,5,8100,180,60,300,180,930,480,2000,9198,0,1,Ð»Ïþ·å
,,30074,11,5,8910,198,66,330,198,1023,528,2000,10090,0,1,Ð»Ïþ·å
,,30074,12,5,9720,216,72,360,216,1116,576,2000,10982,0,1,Ð»Ïþ·å
,,30074,13,5,10530,234,78,390,234,1209,624,2000,11874,0,1,Ð»Ïþ·å
,,30074,14,5,11340,252,84,420,252,1302,672,2000,12766,0,1,Ð»Ïþ·å
,,30074,15,5,12150,270,90,450,270,1395,720,2000,13658,0,1,Ð»Ïþ·å
,,30074,16,5,12960,288,96,480,288,1488,768,2000,14549,0,1,Ð»Ïþ·å
,,30074,17,5,13770,306,102,510,306,1581,816,2000,15441,0,1,Ð»Ïþ·å
,,30074,18,5,14580,324,108,540,324,1674,864,2000,16333,0,1,Ð»Ïþ·å
,,30074,19,5,15390,342,114,570,342,1767,912,2000,17225,0,1,Ð»Ïþ·å
,,30074,20,5,16200,360,120,600,360,1860,960,2000,18117,0,1,Ð»Ïþ·å
,,30074,21,5,17010,378,126,630,378,1953,1008,2000,19009,0,1,Ð»Ïþ·å
,,30074,22,5,17820,396,132,660,396,2046,1056,2000,19901,0,1,Ð»Ïþ·å
,,30074,23,5,18630,414,138,690,414,2139,1104,2000,20793,0,1,Ð»Ïþ·å
,,30074,24,5,19440,432,144,720,432,2232,1152,2000,21684,0,1,Ð»Ïþ·å
,,30074,25,5,20250,450,150,750,450,2325,1200,2000,22576,0,1,Ð»Ïþ·å
,,30074,26,5,21060,468,156,780,468,2418,1248,2000,23468,0,1,Ð»Ïþ·å
,,30074,27,5,21870,486,162,810,486,2511,1296,2000,24360,0,1,Ð»Ïþ·å
,,30074,28,5,22680,504,168,840,504,2604,1344,2000,25252,0,1,Ð»Ïþ·å
,,30074,29,5,23490,522,174,870,522,2697,1392,2000,26144,0,1,Ð»Ïþ·å
,,30074,30,5,24300,540,180,900,540,2790,1440,2000,27036,0,1,Ð»Ïþ·å
,,30074,31,5,25110,558,186,930,558,2883,1488,2000,27927,0,1,Ð»Ïþ·å
,,30074,32,5,25920,576,192,960,576,2976,1536,2000,28819,0,1,Ð»Ïþ·å
,,30074,33,5,26730,594,198,990,594,3069,1584,2000,29711,0,1,Ð»Ïþ·å
,,30074,34,5,27540,612,204,1020,612,3162,1632,2000,30603,0,1,Ð»Ïþ·å
,,30074,35,5,28350,630,210,1050,630,3255,1680,2000,31495,0,1,Ð»Ïþ·å
,,30074,36,5,29160,648,216,1080,648,3348,1728,2000,32387,0,1,Ð»Ïþ·å
,,30074,37,5,29970,666,222,1110,666,3441,1776,2000,33279,0,1,Ð»Ïþ·å
,,30074,38,5,30780,684,228,1140,684,3534,1824,2000,34171,0,1,Ð»Ïþ·å
,,30074,39,5,31590,702,234,1170,702,3627,1872,2000,35062,0,1,Ð»Ïþ·å
,,30074,40,5,32400,720,240,1200,720,3720,1920,2000,35954,0,1,Ð»Ïþ·å
,,30074,41,5,33210,738,246,1230,738,3813,1968,2000,36846,0,1,Ð»Ïþ·å
,,30074,42,5,34020,756,252,1260,756,3906,2016,2000,37738,0,1,Ð»Ïþ·å
,,30074,43,5,34830,774,258,1290,774,3999,2064,2000,38630,0,1,Ð»Ïþ·å
,,30074,44,5,35640,792,264,1320,792,4092,2112,2000,39522,0,1,Ð»Ïþ·å
,,30074,45,5,36450,810,270,1350,810,4185,2160,2000,40414,0,1,Ð»Ïþ·å
,,30074,46,5,37260,828,276,1380,828,4278,2208,2000,41306,0,1,Ð»Ïþ·å
,,30074,47,5,38070,846,282,1410,846,4371,2256,2000,42197,0,1,Ð»Ïþ·å
,,30074,48,5,38880,864,288,1440,864,4464,2304,2000,43089,0,1,Ð»Ïþ·å
,,30074,49,5,39690,882,294,1470,882,4557,2352,2000,43981,0,1,Ð»Ïþ·å
,,30074,50,5,40500,900,300,1500,900,4650,2400,2000,44873,0,1,Ð»Ïþ·å
,,30081,1,5,810,18,6,30,18,93,48,2000,1171,0,1,ÐéÖñ
,,30081,2,5,1620,36,12,60,36,186,96,2000,2063,0,1,ÐéÖñ
,,30081,3,5,2430,54,18,90,54,279,144,2000,2955,0,1,ÐéÖñ
,,30081,4,5,3240,72,24,120,72,372,192,2000,3847,0,1,ÐéÖñ
,,30081,5,5,4050,90,30,150,90,465,240,2000,4739,0,1,ÐéÖñ
,,30081,6,5,4860,108,36,180,108,558,288,2000,5631,0,1,ÐéÖñ
,,30081,7,5,5670,126,42,210,126,651,336,2000,6523,0,1,ÐéÖñ
,,30081,8,5,6480,144,48,240,144,744,384,2000,7414,0,1,ÐéÖñ
,,30081,9,5,7290,162,54,270,162,837,432,2000,8306,0,1,ÐéÖñ
,,30081,10,5,8100,180,60,300,180,930,480,2000,9198,0,1,ÐéÖñ
,,30081,11,5,8910,198,66,330,198,1023,528,2000,10090,0,1,ÐéÖñ
,,30081,12,5,9720,216,72,360,216,1116,576,2000,10982,0,1,ÐéÖñ
,,30081,13,5,10530,234,78,390,234,1209,624,2000,11874,0,1,ÐéÖñ
,,30081,14,5,11340,252,84,420,252,1302,672,2000,12766,0,1,ÐéÖñ
,,30081,15,5,12150,270,90,450,270,1395,720,2000,13658,0,1,ÐéÖñ
,,30081,16,5,12960,288,96,480,288,1488,768,2000,14549,0,1,ÐéÖñ
,,30081,17,5,13770,306,102,510,306,1581,816,2000,15441,0,1,ÐéÖñ
,,30081,18,5,14580,324,108,540,324,1674,864,2000,16333,0,1,ÐéÖñ
,,30081,19,5,15390,342,114,570,342,1767,912,2000,17225,0,1,ÐéÖñ
,,30081,20,5,16200,360,120,600,360,1860,960,2000,18117,0,1,ÐéÖñ
,,30081,21,5,17010,378,126,630,378,1953,1008,2000,19009,0,1,ÐéÖñ
,,30081,22,5,17820,396,132,660,396,2046,1056,2000,19901,0,1,ÐéÖñ
,,30081,23,5,18630,414,138,690,414,2139,1104,2000,20793,0,1,ÐéÖñ
,,30081,24,5,19440,432,144,720,432,2232,1152,2000,21684,0,1,ÐéÖñ
,,30081,25,5,20250,450,150,750,450,2325,1200,2000,22576,0,1,ÐéÖñ
,,30081,26,5,21060,468,156,780,468,2418,1248,2000,23468,0,1,ÐéÖñ
,,30081,27,5,21870,486,162,810,486,2511,1296,2000,24360,0,1,ÐéÖñ
,,30081,28,5,22680,504,168,840,504,2604,1344,2000,25252,0,1,ÐéÖñ
,,30081,29,5,23490,522,174,870,522,2697,1392,2000,26144,0,1,ÐéÖñ
,,30081,30,5,24300,540,180,900,540,2790,1440,2000,27036,0,1,ÐéÖñ
,,30081,31,5,25110,558,186,930,558,2883,1488,2000,27927,0,1,ÐéÖñ
,,30081,32,5,25920,576,192,960,576,2976,1536,2000,28819,0,1,ÐéÖñ
,,30081,33,5,26730,594,198,990,594,3069,1584,2000,29711,0,1,ÐéÖñ
,,30081,34,5,27540,612,204,1020,612,3162,1632,2000,30603,0,1,ÐéÖñ
,,30081,35,5,28350,630,210,1050,630,3255,1680,2000,31495,0,1,ÐéÖñ
,,30081,36,5,29160,648,216,1080,648,3348,1728,2000,32387,0,1,ÐéÖñ
,,30081,37,5,29970,666,222,1110,666,3441,1776,2000,33279,0,1,ÐéÖñ
,,30081,38,5,30780,684,228,1140,684,3534,1824,2000,34171,0,1,ÐéÖñ
,,30081,39,5,31590,702,234,1170,702,3627,1872,2000,35062,0,1,ÐéÖñ
,,30081,40,5,32400,720,240,1200,720,3720,1920,2000,35954,0,1,ÐéÖñ
,,30081,41,5,33210,738,246,1230,738,3813,1968,2000,36846,0,1,ÐéÖñ
,,30081,42,5,34020,756,252,1260,756,3906,2016,2000,37738,0,1,ÐéÖñ
,,30081,43,5,34830,774,258,1290,774,3999,2064,2000,38630,0,1,ÐéÖñ
,,30081,44,5,35640,792,264,1320,792,4092,2112,2000,39522,0,1,ÐéÖñ
,,30081,45,5,36450,810,270,1350,810,4185,2160,2000,40414,0,1,ÐéÖñ
,,30081,46,5,37260,828,276,1380,828,4278,2208,2000,41306,0,1,ÐéÖñ
,,30081,47,5,38070,846,282,1410,846,4371,2256,2000,42197,0,1,ÐéÖñ
,,30081,48,5,38880,864,288,1440,864,4464,2304,2000,43089,0,1,ÐéÖñ
,,30081,49,5,39690,882,294,1470,882,4557,2352,2000,43981,0,1,ÐéÖñ
,,30081,50,5,40500,900,300,1500,900,4650,2400,2000,44873,0,1,ÐéÖñ
,,30090,1,5,810,18,6,30,18,93,48,2000,1171,0,1,ÇÇ·å
,,30090,2,5,1620,36,12,60,36,186,96,2000,2063,0,1,ÇÇ·å
,,30090,3,5,2430,54,18,90,54,279,144,2000,2955,0,1,ÇÇ·å
,,30090,4,5,3240,72,24,120,72,372,192,2000,3847,0,1,ÇÇ·å
,,30090,5,5,4050,90,30,150,90,465,240,2000,4739,0,1,ÇÇ·å
,,30090,6,5,4860,108,36,180,108,558,288,2000,5631,0,1,ÇÇ·å
,,30090,7,5,5670,126,42,210,126,651,336,2000,6523,0,1,ÇÇ·å
,,30090,8,5,6480,144,48,240,144,744,384,2000,7414,0,1,ÇÇ·å
,,30090,9,5,7290,162,54,270,162,837,432,2000,8306,0,1,ÇÇ·å
,,30090,10,5,8100,180,60,300,180,930,480,2000,9198,0,1,ÇÇ·å
,,30090,11,5,8910,198,66,330,198,1023,528,2000,10090,0,1,ÇÇ·å
,,30090,12,5,9720,216,72,360,216,1116,576,2000,10982,0,1,ÇÇ·å
,,30090,13,5,10530,234,78,390,234,1209,624,2000,11874,0,1,ÇÇ·å
,,30090,14,5,11340,252,84,420,252,1302,672,2000,12766,0,1,ÇÇ·å
,,30090,15,5,12150,270,90,450,270,1395,720,2000,13658,0,1,ÇÇ·å
,,30090,16,5,12960,288,96,480,288,1488,768,2000,14549,0,1,ÇÇ·å
,,30090,17,5,13770,306,102,510,306,1581,816,2000,15441,0,1,ÇÇ·å
,,30090,18,5,14580,324,108,540,324,1674,864,2000,16333,0,1,ÇÇ·å
,,30090,19,5,15390,342,114,570,342,1767,912,2000,17225,0,1,ÇÇ·å
,,30090,20,5,16200,360,120,600,360,1860,960,2000,18117,0,1,ÇÇ·å
,,30090,21,5,17010,378,126,630,378,1953,1008,2000,19009,0,1,ÇÇ·å
,,30090,22,5,17820,396,132,660,396,2046,1056,2000,19901,0,1,ÇÇ·å
,,30090,23,5,18630,414,138,690,414,2139,1104,2000,20793,0,1,ÇÇ·å
,,30090,24,5,19440,432,144,720,432,2232,1152,2000,21684,0,1,ÇÇ·å
,,30090,25,5,20250,450,150,750,450,2325,1200,2000,22576,0,1,ÇÇ·å
,,30090,26,5,21060,468,156,780,468,2418,1248,2000,23468,0,1,ÇÇ·å
,,30090,27,5,21870,486,162,810,486,2511,1296,2000,24360,0,1,ÇÇ·å
,,30090,28,5,22680,504,168,840,504,2604,1344,2000,25252,0,1,ÇÇ·å
,,30090,29,5,23490,522,174,870,522,2697,1392,2000,26144,0,1,ÇÇ·å
,,30090,30,5,24300,540,180,900,540,2790,1440,2000,27036,0,1,ÇÇ·å
,,30090,31,5,25110,558,186,930,558,2883,1488,2000,27927,0,1,ÇÇ·å
,,30090,32,5,25920,576,192,960,576,2976,1536,2000,28819,0,1,ÇÇ·å
,,30090,33,5,26730,594,198,990,594,3069,1584,2000,29711,0,1,ÇÇ·å
,,30090,34,5,27540,612,204,1020,612,3162,1632,2000,30603,0,1,ÇÇ·å
,,30090,35,5,28350,630,210,1050,630,3255,1680,2000,31495,0,1,ÇÇ·å
,,30090,36,5,29160,648,216,1080,648,3348,1728,2000,32387,0,1,ÇÇ·å
,,30090,37,5,29970,666,222,1110,666,3441,1776,2000,33279,0,1,ÇÇ·å
,,30090,38,5,30780,684,228,1140,684,3534,1824,2000,34171,0,1,ÇÇ·å
,,30090,39,5,31590,702,234,1170,702,3627,1872,2000,35062,0,1,ÇÇ·å
,,30090,40,5,32400,720,240,1200,720,3720,1920,2000,35954,0,1,ÇÇ·å
,,30090,41,5,33210,738,246,1230,738,3813,1968,2000,36846,0,1,ÇÇ·å
,,30090,42,5,34020,756,252,1260,756,3906,2016,2000,37738,0,1,ÇÇ·å
,,30090,43,5,34830,774,258,1290,774,3999,2064,2000,38630,0,1,ÇÇ·å
,,30090,44,5,35640,792,264,1320,792,4092,2112,2000,39522,0,1,ÇÇ·å
,,30090,45,5,36450,810,270,1350,810,4185,2160,2000,40414,0,1,ÇÇ·å
,,30090,46,5,37260,828,276,1380,828,4278,2208,2000,41306,0,1,ÇÇ·å
,,30090,47,5,38070,846,282,1410,846,4371,2256,2000,42197,0,1,ÇÇ·å
,,30090,48,5,38880,864,288,1440,864,4464,2304,2000,43089,0,1,ÇÇ·å
,,30090,49,5,39690,882,294,1470,882,4557,2352,2000,43981,0,1,ÇÇ·å
,,30090,50,5,40500,900,300,1500,900,4650,2400,2000,44873,0,1,ÇÇ·å
,,30098,1,5,810,18,6,30,18,93,48,2000,1171,0,1,É¨µØÉ®
,,30098,2,5,1620,36,12,60,36,186,96,2000,2063,0,1,É¨µØÉ®
,,30098,3,5,2430,54,18,90,54,279,144,2000,2955,0,1,É¨µØÉ®
,,30098,4,5,3240,72,24,120,72,372,192,2000,3847,0,1,É¨µØÉ®
,,30098,5,5,4050,90,30,150,90,465,240,2000,4739,0,1,É¨µØÉ®
,,30098,6,5,4860,108,36,180,108,558,288,2000,5631,0,1,É¨µØÉ®
,,30098,7,5,5670,126,42,210,126,651,336,2000,6523,0,1,É¨µØÉ®
,,30098,8,5,6480,144,48,240,144,744,384,2000,7414,0,1,É¨µØÉ®
,,30098,9,5,7290,162,54,270,162,837,432,2000,8306,0,1,É¨µØÉ®
,,30098,10,5,8100,180,60,300,180,930,480,2000,9198,0,1,É¨µØÉ®
,,30098,11,5,8910,198,66,330,198,1023,528,2000,10090,0,1,É¨µØÉ®
,,30098,12,5,9720,216,72,360,216,1116,576,2000,10982,0,1,É¨µØÉ®
,,30098,13,5,10530,234,78,390,234,1209,624,2000,11874,0,1,É¨µØÉ®
,,30098,14,5,11340,252,84,420,252,1302,672,2000,12766,0,1,É¨µØÉ®
,,30098,15,5,12150,270,90,450,270,1395,720,2000,13658,0,1,É¨µØÉ®
,,30098,16,5,12960,288,96,480,288,1488,768,2000,14549,0,1,É¨µØÉ®
,,30098,17,5,13770,306,102,510,306,1581,816,2000,15441,0,1,É¨µØÉ®
,,30098,18,5,14580,324,108,540,324,1674,864,2000,16333,0,1,É¨µØÉ®
,,30098,19,5,15390,342,114,570,342,1767,912,2000,17225,0,1,É¨µØÉ®
,,30098,20,5,16200,360,120,600,360,1860,960,2000,18117,0,1,É¨µØÉ®
,,30098,21,5,17010,378,126,630,378,1953,1008,2000,19009,0,1,É¨µØÉ®
,,30098,22,5,17820,396,132,660,396,2046,1056,2000,19901,0,1,É¨µØÉ®
,,30098,23,5,18630,414,138,690,414,2139,1104,2000,20793,0,1,É¨µØÉ®
,,30098,24,5,19440,432,144,720,432,2232,1152,2000,21684,0,1,É¨µØÉ®
,,30098,25,5,20250,450,150,750,450,2325,1200,2000,22576,0,1,É¨µØÉ®
,,30098,26,5,21060,468,156,780,468,2418,1248,2000,23468,0,1,É¨µØÉ®
,,30098,27,5,21870,486,162,810,486,2511,1296,2000,24360,0,1,É¨µØÉ®
,,30098,28,5,22680,504,168,840,504,2604,1344,2000,25252,0,1,É¨µØÉ®
,,30098,29,5,23490,522,174,870,522,2697,1392,2000,26144,0,1,É¨µØÉ®
,,30098,30,5,24300,540,180,900,540,2790,1440,2000,27036,0,1,É¨µØÉ®
,,30098,31,5,25110,558,186,930,558,2883,1488,2000,27927,0,1,É¨µØÉ®
,,30098,32,5,25920,576,192,960,576,2976,1536,2000,28819,0,1,É¨µØÉ®
,,30098,33,5,26730,594,198,990,594,3069,1584,2000,29711,0,1,É¨µØÉ®
,,30098,34,5,27540,612,204,1020,612,3162,1632,2000,30603,0,1,É¨µØÉ®
,,30098,35,5,28350,630,210,1050,630,3255,1680,2000,31495,0,1,É¨µØÉ®
,,30098,36,5,29160,648,216,1080,648,3348,1728,2000,32387,0,1,É¨µØÉ®
,,30098,37,5,29970,666,222,1110,666,3441,1776,2000,33279,0,1,É¨µØÉ®
,,30098,38,5,30780,684,228,1140,684,3534,1824,2000,34171,0,1,É¨µØÉ®
,,30098,39,5,31590,702,234,1170,702,3627,1872,2000,35062,0,1,É¨µØÉ®
,,30098,40,5,32400,720,240,1200,720,3720,1920,2000,35954,0,1,É¨µØÉ®
,,30098,41,5,33210,738,246,1230,738,3813,1968,2000,36846,0,1,É¨µØÉ®
,,30098,42,5,34020,756,252,1260,756,3906,2016,2000,37738,0,1,É¨µØÉ®
,,30098,43,5,34830,774,258,1290,774,3999,2064,2000,38630,0,1,É¨µØÉ®
,,30098,44,5,35640,792,264,1320,792,4092,2112,2000,39522,0,1,É¨µØÉ®
,,30098,45,5,36450,810,270,1350,810,4185,2160,2000,40414,0,1,É¨µØÉ®
,,30098,46,5,37260,828,276,1380,828,4278,2208,2000,41306,0,1,É¨µØÉ®
,,30098,47,5,38070,846,282,1410,846,4371,2256,2000,42197,0,1,É¨µØÉ®
,,30098,48,5,38880,864,288,1440,864,4464,2304,2000,43089,0,1,É¨µØÉ®
,,30098,49,5,39690,882,294,1470,882,4557,2352,2000,43981,0,1,É¨µØÉ®
,,30098,50,5,40500,900,300,1500,900,4650,2400,2000,44873,0,1,É¨µØÉ®
,,30114,1,5,810,18,6,30,18,93,48,2000,1171,0,1,Ôª·¼
,,30114,2,5,1620,36,12,60,36,186,96,2000,2063,0,1,Ôª·¼
,,30114,3,5,2430,54,18,90,54,279,144,2000,2955,0,1,Ôª·¼
,,30114,4,5,3240,72,24,120,72,372,192,2000,3847,0,1,Ôª·¼
,,30114,5,5,4050,90,30,150,90,465,240,2000,4739,0,1,Ôª·¼
,,30114,6,5,4860,108,36,180,108,558,288,2000,5631,0,1,Ôª·¼
